"","id_plot","av_annual_pp","av_annual_mean_tp","av_annual_min_tp","av_annual_max_tp","int","t0","t1"
"2556",7609512202,994,3.755,-1.84,9.35,12,"C","C"
"2557",7609512301,975.5,3.9,-1.715,9.52,12,"C","C"
"2558",7609512302,975.5,3.905,-1.72,9.525,12,"C","C"
"2559",7609512401,1020,3.315,-2.25,8.875,12,"C","C"
"2560",7609512402,1019,3.315,-2.245,8.88,12,"C","C"
"2561",7609512501,997.5,3.73,-1.855,9.305,12,"M","M"
"2562",7609512502,995,3.755,-1.825,9.34,12,"M","M"
"2563",7609512602,1014,3.425,-2.14,8.99,12,"C","C"
"2564",7609512801,996,3.545,-2.035,9.125,12,"T","M"
"2565",7609512902,1002,3.415,-2.145,8.985,12,"T","T"
"2566",7609600101,1028.5,4.29,-1.22,9.81,13,"D","M"
"2567",7609600201,1054.5,3.495,-2.165,9.165,13,"M","D"
"2568",7609600202,1047,3.595,-2.075,9.265,13,"M","M"
"2569",7609600302,1066,3.355,-2.295,9.01,13,"D","D"
"2570",7609600401,1059.5,3.415,-2.255,9.085,13,"M","M"
"2571",7609600402,1051.5,3.51,-2.165,9.185,13,"M","M"
"2572",7609600501,1072,3.1,-2.59,8.8,13,"T","M"
"2573",7609600502,1026,3.665,-2.09,9.41,13,"M","M"
"2574",7609600601,1036.5,3.445,-2.325,9.215,13,"M","C"
"2575",7609600602,1036.5,3.445,-2.33,9.21,13,"T","T"
"2576",7609600701,1022,3.49,-2.34,9.325,13,"M","M"
"2577",7609600702,1010.5,3.64,-2.21,9.48,13,"C","C"
"2578",7609600801,1027,3.545,-2.24,9.325,13,"C","C"
"2579",7609600901,1022,3.48,-2.35,9.31,13,"M","C"
"2580",7609600902,1022,3.48,-2.35,9.31,13,"M","C"
"2581",7609601001,1004,4.13,-1.59,9.85,13,"D","D"
"2582",7609601002,990,4.31,-1.425,10.04,13,"D","M"
"2583",7609601101,1008.5,3.645,-2.2,9.49,13,"M","C"
"2584",7609601102,1057.5,3.03,-2.755,8.815,13,"C","C"
"2585",7609601302,990,4.265,-1.485,10.01,13,"C","M"
"2587",7609601601,1018,3.94,-1.775,9.65,13,"M","M"
"2589",7609601701,1046,3.37,-2.36,9.105,13,"M","M"
"2590",7609601702,1049.5,3.33,-2.4,9.055,13,"T","T"
"2591",7609601802,1026,3.73,-2,9.46,13,"C","C"
"2592",7609601901,1102.5,2.35,-3.405,8.105,13,"M","M"
"2593",7609602001,1053,2.905,-2.915,8.725,13,"M","M"
"2594",7609602002,1053.5,2.91,-2.91,8.73,13,"M","C"
"2595",7609602101,1055,2.915,-2.885,8.715,13,"C","C"
"2596",7609602102,1058.5,2.87,-2.935,8.665,13,"C","C"
"2598",7609602502,1085.5,2.685,-3.035,8.4,13,"C","C"
"2599",7609602601,1073,2.63,-3.16,8.415,13,"C","C"
"2600",7609602602,1074,2.625,-3.16,8.41,13,"C","C"
"2601",7609602701,1053,3.25,-2.47,8.97,13,"D","M"
"2602",7609602802,1062,3.125,-2.585,8.835,13,"T","C"
"2603",7609603001,1050.5,3.265,-2.46,8.985,13,"D","D"
"2604",7609603002,1048,3.295,-2.435,9.02,13,"M","M"
"2605",7609603501,1018.5,4.28,-1.435,9.99,12,"T","T"
"2606",7609603502,1018.5,4.28,-1.435,9.99,12,"T","T"
"2607",7609603601,1061.5,2.745,-3.035,8.53,13,"M","M"
"2608",7609603602,1056.5,2.805,-2.985,8.59,13,"C","C"
"2610",7609604102,1004.5,3.615,-2.2,9.43,13,"M","M"
"2611",7609604501,1023.5,3.385,-2.4,9.175,13,"T","T"
"2613",7609604702,1020.5,4.23,-1.465,9.92,12,"M","M"
"2614",7609604801,1015.5,4.185,-1.52,9.885,12,"C","C"
"2615",7609604902,1071.5,2.585,-3.17,8.335,13,"C","M"
"2616",7609605001,1023.5,4.055,-1.63,9.745,12,"M","T"
"2617",7609605201,1047,2.78,-3.03,8.59,13,"T","T"
"2618",7609605202,1047,2.78,-3.03,8.59,13,"M","M"
"2620",7609605401,1022,4.145,-1.54,9.825,12,"M","M"
"2621",7609605402,1022.5,4.145,-1.54,9.825,12,"T","M"
"2622",7609605501,1016.5,3.16,-2.685,9.005,13,"T","T"
"2623",7609605602,1017.5,4.16,-1.525,9.845,12,"T","T"
"2624",7609605701,1059,4.05,-1.55,9.66,12,"M","C"
"2625",7609605801,1001.5,4.35,-1.355,10.055,12,"C","C"
"2626",7609605802,1001.5,4.35,-1.355,10.05,12,"C","C"
"2627",7609605901,1020.5,4.85,-0.77,10.47,12,"M","C"
"2628",7609606301,1013.5,4.33,-1.35,10.005,12,"T","T"
"2629",7609606302,1018.5,4.265,-1.405,9.935,12,"C","C"
"2630",7609606401,1043,3.825,-1.825,9.465,12,"C","C"
"2631",7609606402,1043,3.825,-1.82,9.465,12,"M","C"
"2632",7609606602,1039.5,4.055,-1.58,9.69,12,"M","M"
"2633",7609606701,1008.5,4.41,-1.265,10.085,12,"M","M"
"2634",7609606901,1011.5,4.09,-1.595,9.775,12,"C","C"
"2635",7609607102,1009,4.07,-1.615,9.75,12,"M","M"
"2636",7609607202,1080.5,3.98,-1.56,9.52,12,"C","C"
"2637",7609607302,1032,4.065,-1.58,9.705,12,"M","M"
"2638",7609607402,1045,4.035,-1.57,9.65,12,"M","M"
"2639",7609607502,1035.5,4.04,-1.585,9.665,12,"M","M"
"2640",7609607601,1032,4.005,-1.625,9.64,12,"T","M"
"2641",7609607701,1031.5,4.005,-1.625,9.635,12,"T","T"
"2642",7609607702,1031,4,-1.63,9.635,12,"M","M"
"2643",7609607801,1040,3.675,-1.95,9.305,12,"C","C"
"2644",7609607802,1042,3.65,-1.975,9.275,12,"M","M"
"2645",7609607902,1003.5,4.27,-1.38,9.925,12,"T","M"
"2647",7609608101,1006.5,4.2,-1.445,9.835,12,"M","M"
"2648",7609608102,1009,4.17,-1.465,9.81,12,"M","T"
"2649",7609608201,993.5,4.26,-1.395,9.915,12,"M","M"
"2650",7609608301,988.5,4.49,-1.155,10.13,12,"T","M"
"2651",7609608401,983.5,4.48,-1.165,10.125,12,"M","M"
"2652",7609608501,980,4.415,-1.245,10.07,12,"M","C"
"2653",7609608601,1014,3.855,-1.76,9.475,12,"M","M"
"2654",7609608602,1013,3.88,-1.745,9.5,12,"T","T"
"2655",7609608701,994,4.14,-1.48,9.76,12,"C","C"
"2656",7609608702,994,4.135,-1.485,9.755,12,"T","T"
"2657",7609608801,968,4.385,-1.265,10.04,12,"C","C"
"2658",7609608802,968,4.385,-1.265,10.035,12,"C","C"
"2659",7609608901,994.5,4.055,-1.55,9.66,12,"T","T"
"2660",7609609001,969,4.39,-1.23,10.015,12,"T","T"
"2661",7609609101,989,4.085,-1.52,9.69,12,"T","T"
"2662",7609609301,1003.5,3.895,-1.675,9.46,12,"T","M"
"2663",7609609402,986,4.015,-1.59,9.62,12,"T","T"
"2664",7609609501,993.5,4.045,-1.515,9.61,12,"M","M"
"2665",7609609602,978,4.255,-1.31,9.825,12,"D","D"
"2666",7609609701,983,4.015,-1.58,9.61,12,"C","C"
"2667",7609609702,983.5,4.005,-1.59,9.595,12,"M","M"
"2668",7609609901,979,4.135,-1.435,9.7,12,"M","C"
"2669",7609609902,983.5,4.07,-1.49,9.625,12,"M","C"
"2670",7609610101,980,3.955,-1.635,9.54,12,"C","M"
"2671",7609610201,965.5,4.25,-1.32,9.82,12,"T","T"
"2672",7609610202,965.5,4.255,-1.315,9.825,12,"M","T"
"2673",7609610301,980,3.86,-1.73,9.445,12,"M","M"
"2674",7609610302,989,3.73,-1.845,9.305,12,"M","M"
"2675",7609610501,988,3.715,-1.855,9.275,12,"T","T"
"2676",7609610601,960.5,4.3,-1.235,9.83,12,"T","T"
"2677",7609610602,972,4.15,-1.375,9.67,12,"T","T"
"2678",7609610702,990.5,3.59,-1.965,9.14,12,"M","M"
"2679",7609700101,1094.5,3.715,-0.56,7.99,9,"M","M"
"2680",7609700102,1094.5,3.715,-0.56,7.99,9,"C","C"
"2681",7609700201,1152.5,2.795,-1.485,7.07,9,"M","M"
"2682",7609700202,1138.5,2.975,-1.315,7.265,9,"M","M"
"2683",7609700301,1191.5,2.24,-2.045,6.525,9,"C","C"
"2684",7609700302,1202.5,2.105,-2.175,6.375,9,"C","C"
"2685",7609700401,1203.5,2.06,-2.22,6.345,9,"C","C"
"2686",7609700402,1216,1.915,-2.36,6.185,9,"M","M"
"2687",7609800102,1099,1.985,-2.32,6.29,8,"T","C"
"2688",7609800202,1091,3.41,-1.04,7.86,9,"T","T"
"2689",7609800401,1088,3.41,-1.085,7.9,9,"C","C"
"2690",7609800502,1058,2.78,-1.91,7.465,7,"M","M"
"2691",7609800601,1148,2.65,-1.775,7.075,9,"C","C"
"2692",7609800602,1148,2.65,-1.77,7.075,9,"C","C"
"2693",7609800701,997.5,1.965,-2.695,6.62,6,"C","C"
"2694",7609800702,997.5,1.965,-2.695,6.625,6,"T","M"
"2695",7609800801,1144,2.735,-1.66,7.125,9,"T","T"
"2696",7609800802,1142,2.765,-1.63,7.16,9,"T","T"
"2697",7609800901,1119.5,3.045,-1.38,7.465,9,"C","C"
"2698",7609800902,1128.5,2.93,-1.49,7.34,9,"T","T"
"2699",7609801001,1143.5,2.68,-1.765,7.13,9,"C","C"
"2700",7609801002,1148.5,2.62,-1.82,7.065,9,"M","M"
"2701",7609801101,1105,1.46,-2.965,5.89,8,"M","C"
"2702",7609801102,1091.5,1.63,-2.81,6.07,8,"C","C"
"2703",7609801201,1049.5,1.095,-3.49,5.675,6,"M","C"
"2704",7609801501,1082,2.33,-2.37,7.03,7,"C","C"
"2705",7609801801,1243.5,1.38,-2.995,5.765,9,"M","M"
"2706",7609801802,1245,1.365,-3.015,5.745,9,"M","M"
"2707",7609801901,1205,0.955,-3.535,5.45,7,"C","C"
"2708",7609801902,1212,0.875,-3.61,5.36,7,"C","C"
"2709",7609900202,983.5,1.515,-3.135,6.16,6,"C","C"
"2710",7609900302,1075,0.26,-4.255,4.785,6,"C","C"
"2711",8509700101,1140.5,5.36,0.325,10.39,15,"M","M"
"2712",8509700202,1113,5.335,0.34,10.325,15,"M","T"
"2713",8509700301,1072,5.5,0.55,10.455,15,"M","M"
"2714",8509700402,1127.5,5.14,0.085,10.195,15,"M","C"
"2715",8509700602,1073,5.25,0.235,10.26,15,"D","D"
"2716",8509700702,1135,4.915,-0.135,9.965,15,"M","M"
"2717",8509700802,1172,4.735,-0.315,9.785,15,"D","D"
"2718",8509700901,1067.5,5.14,0.065,10.21,15,"M","D"
"2719",8509700902,1068,5.12,0.05,10.2,15,"D","D"
"2720",8509701002,1185,4.66,-0.39,9.705,15,"D","D"
"2721",8509701101,1093,4.985,-0.085,10.055,15,"D","D"
"2722",8509701102,1082,5.1,0.02,10.175,15,"M","M"
"2723",8509701202,1094.5,4.92,-0.18,10.02,15,"M","M"
"2724",8509701401,1109.5,4.865,-0.25,9.975,15,"D","D"
"2725",8509701601,1193.5,2.475,-3.17,8.115,10,"T","M"
"2726",8509701602,1193.5,2.475,-3.165,8.12,10,"M","M"
"2727",8509701701,1283.5,1.825,-3.51,7.165,10,"C","C"
"2728",8509701801,1221.5,2.195,-3.27,7.655,10,"T","M"
"2729",8509701901,1191,2.2,-3.34,7.745,10,"M","M"
"2730",8509702001,1196,2.26,-3.2,7.71,10,"T","T"
"2731",8509702102,1171,2.155,-3.36,7.665,10,"D","D"
"2732",8509702201,1175.5,2.24,-3.21,7.695,10,"M","M"
"2733",8509702401,1153.5,2.355,-3.075,7.785,10,"C","C"
"2734",8509702501,1111,2.645,-2.665,7.95,10,"M","M"
"2735",8509702502,1111.5,2.635,-2.675,7.94,10,"T","T"
"2736",8609100101,956,4.255,-0.175,8.68,8,"C","C"
"2737",8609100202,969,3.92,-0.55,8.39,8,"M","C"
"2738",8609100401,984,3.785,-0.565,8.125,8,"C","C"
"2739",8609100402,987.5,3.73,-0.61,8.08,8,"C","C"
"2740",8609100502,973,3.78,-0.71,8.27,8,"C","C"
"2741",8609100602,984.5,3.59,-0.88,8.06,8,"C","C"
"2742",8609100701,944,2.97,-1.82,7.765,6,"T","T"
"2743",8609100702,931,3.17,-1.635,7.975,6,"M","M"
"2744",8609100901,951.5,2.62,-2.275,7.52,6,"M","M"
"2745",8609101202,1063,2.935,-1.365,7.23,8,"C","C"
"2746",8609101301,1038,3.425,-0.92,7.765,8,"C","C"
"2747",8609101401,1035,3.28,-1.11,7.675,8,"M","M"
"2748",8609101402,1035.5,3.28,-1.115,7.665,8,"M","M"
"2749",8609101501,1034,3.47,-0.925,7.86,8,"M","M"
"2750",8609101502,1034.5,3.465,-0.925,7.86,8,"M","M"
"2752",8609101602,1081,2.595,-1.715,6.895,8,"M","M"
"2753",8609101701,1063,2.985,-1.405,7.365,8,"M","M"
"2754",8609101702,1070,2.86,-1.505,7.23,8,"T","T"
"2755",8609101802,1062,3.09,-1.32,7.495,8,"T","M"
"2756",8609101901,1080.5,2.79,-1.585,7.17,8,"M","C"
"2757",8609102001,1037,3.285,-1.24,7.805,8,"C","C"
"2758",8609102201,1052.5,2.865,-1.63,7.355,8,"T","T"
"2759",8609102301,1040.5,3.045,-1.475,7.57,8,"C","C"
"2760",8609102302,1041,3.05,-1.475,7.57,8,"M","M"
"2761",8609102402,1049.5,3.325,-1.22,7.875,8,"C","C"
"2762",8609102501,1110.5,1.715,-2.7,6.135,8,"T","M"
"2763",8609102701,892,2.225,-2.425,6.875,6,"M","M"
"2764",8709600102,780.5,3.305,-2.69,9.31,8,"T","T"
"2765",8709600201,770,3.35,-2.67,9.365,8,"M","M"
"2766",8709600202,769.5,3.34,-2.675,9.365,8,"T","T"
"2767",8709600401,749,3.215,-2.845,9.28,8,"M","C"
"2768",8709600501,794.5,2.685,-3.44,8.81,8,"T","M"
"2769",8709600502,793.5,2.68,-3.44,8.81,8,"T","T"
"2771",8709600901,733,2.235,-3.945,8.41,8,"T","T"
"2773",8709601101,825,1.795,-4.42,8.015,8,"T","C"
"2774",8709601102,825,1.79,-4.425,8.005,8,"C","C"
"2775",8709601201,770.5,1.81,-4.39,8.005,8,"T","T"
"2776",8709601202,770.5,1.82,-4.38,8.02,8,"T","T"
"2778",8709601401,733,2.025,-4.18,8.23,8,"T","T"
"2779",8709601402,733.5,2.025,-4.18,8.235,8,"M","M"
"2780",8709601501,846,1.805,-4.44,8.045,8,"C","C"
"2781",8709601502,845,1.805,-4.435,8.045,8,"T","T"
"2782",8709601701,756.5,1.93,-4.285,8.15,8,"M","M"
"2783",8709601801,781,1.8,-4.43,8.03,8,"M","C"
"2784",8709601902,901,2.25,-3.44,7.94,13,"T","M"
"2785",8709602001,799.5,1.55,-4.68,7.78,8,"T","T"
"2786",8709602102,895,2.23,-3.485,7.945,13,"C","C"
"2787",8709602201,872.5,2.045,-3.69,7.79,13,"C","C"
"2788",8709602202,872.5,2.04,-3.7,7.78,13,"T","T"
"2789",8709602301,778,2.3,-3.405,8.015,13,"T","T"
"2790",8709602302,777.5,2.31,-3.395,8.02,13,"T","T"
"2791",8709602402,857,1.95,-3.79,7.685,13,"C","C"
"2792",8709602501,778,2.23,-3.48,7.94,13,"T","T"
"2793",8709602601,899,1.995,-3.74,7.73,13,"T","T"
"2794",8709602602,893.5,2.085,-3.665,7.83,13,"T","T"
"2796",8709603201,861.5,1.97,-3.8,7.735,13,"T","M"
"2797",8709603202,866,1.895,-3.865,7.66,13,"M","C"
"2798",8709603302,828.5,1.75,-3.99,7.485,13,"C","C"
"2800",8709603701,811,1.92,-3.845,7.685,13,"T","C"
"2801",8709604001,816.5,1.825,-3.95,7.59,13,"C","C"
"2802",8709604101,888,2.025,-3.675,7.72,13,"C","M"
"2803",8709604201,849.5,1.805,-3.99,7.595,13,"T","M"
"2804",8709604501,817,1.76,-4.04,7.57,13,"T","T"
"2805",8709604502,817.5,1.75,-4.055,7.55,13,"M","M"
"2806",8709604601,776.5,1.875,-3.935,7.695,13,"T","T"
"2807",8709604602,776.5,1.88,-3.935,7.695,13,"T","T"
"2808",8709604802,805,1.61,-4.22,7.445,13,"T","T"
"2809",8709605001,803.5,1.535,-4.295,7.37,13,"T","T"
"2810",8709605101,796,1.53,-4.3,7.36,13,"T","T"
"2811",8709605102,796,1.535,-4.29,7.365,13,"T","T"
"2812",8709605201,799.5,1.52,-4.31,7.35,13,"T","T"
"2813",8709605202,799.5,1.52,-4.31,7.35,13,"T","T"
"2814",8709605302,794,1.54,-4.285,7.37,13,"T","C"
"2815",8709605401,803,1.33,-4.475,7.14,13,"C","C"
"2816",8709605402,803.5,1.325,-4.475,7.13,13,"C","C"
"2817",8809400201,937,4.53,-1.27,10.33,9,"C","C"
"2818",8809400302,919,4.67,-1.145,10.495,9,"T","T"
"2819",8809400501,933.5,4.44,-1.375,10.245,9,"T","T"
"2820",8809400502,934,4.43,-1.375,10.245,9,"T","T"
"2821",8809400702,1240,3.17,-2.62,8.96,11,"M","M"
"2822",8809400801,1175,2.98,-2.46,8.415,8,"M","M"
"2823",8809400802,1175.5,2.97,-2.46,8.41,8,"C","C"
"2824",8809401001,1079.5,3.555,-2.385,9.5,10,"M","M"
"2825",8809401002,1079.5,3.565,-2.38,9.51,10,"M","M"
"2826",8809401101,972,2.92,-2.755,8.59,6,"C","M"
"2827",8809401102,971.5,2.91,-2.76,8.585,6,"M","M"
"2828",8809401301,973,2.815,-2.875,8.505,6,"C","C"
"2829",8809401302,972.5,2.82,-2.87,8.51,6,"C","M"
"2830",8809401501,972,3.155,-2.605,8.915,9,"C","C"
"2831",8809401502,972,3.155,-2.61,8.915,9,"C","C"
"2832",8809401601,1013.5,2.155,-4,8.315,12,"C","C"
"2833",8809401602,1013.5,2.165,-4,8.32,12,"C","C"
"2834",8809401901,1047.5,4.09,-1.425,9.595,13,"C","C"
"2835",8809402002,1029,4.275,-1.275,9.83,13,"M","M"
"2836",8809402101,1010,3.76,-2.045,9.56,13,"C","C"
"2837",8809402202,994.5,1.81,-4.355,7.97,12,"C","C"
"2838",8809402301,1001.5,2.235,-3.575,8.04,10,"C","C"
"2839",8809402302,1002,2.23,-3.575,8.035,10,"C","C"
"2842",8809402501,989.5,2.115,-3.65,7.885,10,"C","C"
"2843",8809402502,989,2.12,-3.65,7.885,10,"C","C"
"2844",8809402601,1024.5,4.275,-1.425,9.97,12,"C","C"
"2845",8809402602,1025.5,4.275,-1.425,9.975,12,"C","C"
"2846",8809402902,1334.5,1.835,-3.285,6.955,10,"M","M"
"2847",8809403002,1017,4.185,-1.51,9.885,12,"M","M"
"2852",8809403301,1024,4.03,-1.66,9.71,12,"C","C"
"2855",8809403601,1145,2.54,-3.31,8.385,9,"C","C"
"2856",8809403602,1151,2.47,-3.37,8.31,9,"C","C"
"2857",8809403701,1109,1.985,-3.7,7.67,10,"C","C"
"2858",8809403702,1108.5,1.98,-3.7,7.665,10,"T","M"
"2860",8809403802,1001.5,4.055,-1.625,9.74,12,"M","C"
"2861",8809403901,1068,3.47,-2.165,9.115,9,"M","M"
"2862",8809403902,1070,3.43,-2.205,9.07,9,"C","C"
"2863",8809404001,879,2.475,-3.525,8.47,9,"T","M"
"2864",8809404002,878.5,2.48,-3.515,8.48,9,"M","M"
"2865",8809404101,877.5,2.485,-3.505,8.485,9,"T","M"
"2866",8809404102,877.5,2.475,-3.515,8.475,9,"M","M"
"2867",8809404301,850,2.315,-3.665,8.295,9,"M","C"
"2868",8809404302,841.5,2.48,-3.515,8.465,9,"C","M"
"2869",8809404401,882.5,2.195,-3.7,8.095,6,"T","T"
"2870",8809404701,986.5,3.975,-1.67,9.625,12,"M","M"
"2871",8809404801,762.5,2.625,-3.485,8.735,8,"M","M"
"2872",8809404802,761,2.66,-3.455,8.775,8,"T","T"
"2873",8809404901,983.5,4.035,-1.615,9.685,12,"C","C"
"2874",8809404902,983.5,4.035,-1.615,9.685,12,"C","C"
"2875",8809405001,979,4.45,-1.18,10.08,12,"T","T"
"2876",8809405101,960,4.57,-1.09,10.235,12,"C","C"
"2877",8809405102,960,4.57,-1.09,10.235,12,"C","C"
"2878",8809405201,1016,3.505,-2.09,9.11,12,"C","C"
"2879",8809405202,1015.5,3.505,-2.095,9.11,12,"M","M"
"2880",8809405401,999.5,3.785,-1.84,9.405,12,"C","C"
"2881",8809405402,1016,3.55,-2.045,9.15,12,"C","C"
"2882",8809405501,1002.5,3.635,-1.975,9.245,12,"C","C"
"2883",8809405502,976,4.01,-1.635,9.66,12,"C","C"
"2884",8809405601,1005,3.56,-2.045,9.16,12,"C","C"
"2885",8809405801,999,3.825,-1.79,9.44,12,"C","C"
"2886",8809406001,977.5,3.67,-1.975,9.315,9,"C","C"
"2887",8809406002,977,3.69,-1.96,9.335,9,"C","C"
"2888",8809406201,985,3.785,-1.83,9.405,12,"C","C"
"2889",8809406202,985,3.79,-1.83,9.405,12,"C","C"
"2890",8809406301,884.5,2.24,-3.795,8.275,9,"M","M"
"2891",8809406302,883.5,2.255,-3.785,8.295,9,"T","M"
"2892",8809406402,866,2.3,-3.74,8.34,9,"C","C"
"2893",8809406501,981,3.81,-1.805,9.42,12,"C","C"
"2894",8809406502,981,3.805,-1.805,9.42,12,"C","C"
"2895",8809406601,884,2.215,-3.825,8.255,9,"M","M"
"2896",8809406602,884.5,2.21,-3.83,8.255,9,"M","M"
"2897",8809406701,867,2.285,-3.76,8.33,9,"M","M"
"2898",8809406702,868.5,2.26,-3.78,8.3,9,"M","C"
"2901",8809407001,1006,3.43,-2.145,9.005,12,"C","C"
"2902",8809407002,999.5,3.51,-2.07,9.095,12,"C","C"
"2903",8809407102,1007,3.325,-2.235,8.89,12,"C","C"
"2904",8809407301,784.5,2.365,-3.685,8.415,9,"C","C"
"2905",8809407302,789,2.285,-3.76,8.325,9,"C","C"
"2907",8809407502,730.5,2.3,-3.85,8.45,8,"T","T"
"2908",8809407601,985,3.37,-2.165,8.905,12,"C","C"
"2909",8809407602,969.5,3.595,-1.96,9.15,12,"T","T"
"2910",8809407701,833,2.015,-4.04,8.065,9,"M","M"
"2911",8809407702,836,1.955,-4.09,8,9,"T","T"
"2912",8809407801,832.5,2.025,-4.025,8.075,9,"M","M"
"2913",8809407802,835.5,1.975,-4.075,8.02,9,"M","M"
"2914",8809408001,771,2.14,-3.905,8.175,9,"T","T"
"2915",8809408002,769,2.185,-3.86,8.225,9,"T","T"
"2916",8809408102,989.5,2.855,-2.665,8.37,6,"D","D"
"2917",8809408302,833,1.97,-4.095,8.035,9,"M","M"
"2918",8809408401,1077,2.785,-2.765,8.33,8,"C","T"
"2919",8809408501,871,1.955,-4.135,8.045,9,"M","M"
"2920",8809408502,869,1.995,-4.095,8.085,9,"T","T"
"2921",8809408601,956.5,2.72,-2.945,8.38,9,"C","C"
"2922",8809408801,828.5,1.865,-4.2,7.93,9,"M","C"
"2923",8809408902,840,1.97,-4.12,8.055,9,"C","C"
"2924",8809409001,1170,1.775,-3.535,7.08,8,"C","C"
"2925",8809409002,1170,1.775,-3.53,7.085,8,"C","C"
"2926",8809409101,868,1.805,-4.405,8.015,8,"C","C"
"2927",8809409102,868,1.81,-4.405,8.015,8,"T","T"
"2928",8809409201,932.5,2.125,-3.64,7.89,12,"C","C"
"2929",8809409202,932,2.125,-3.64,7.89,12,"C","C"
"2930",8809409301,1151.5,1.91,-3.43,7.25,8,"C","C"
"2931",8809409302,1142.5,2.03,-3.33,7.39,8,"C","C"
"2932",8809409401,963.5,2.215,-3.46,7.895,9,"C","C"
"2933",8809409402,963.5,2.22,-3.455,7.895,9,"M","M"
"2934",8809409602,1048,1.89,-3.355,7.135,12,"C","C"
"2935",8809409702,982,1.665,-3.9,7.235,12,"C","C"
"2936",8809409801,969,3.265,-2.24,8.77,12,"C","C"
"2937",8809409802,967.5,3.295,-2.21,8.805,12,"C","M"
"2938",8809409901,1194.5,1.36,-3.79,6.52,8,"C","C"
"2939",8809410001,1165,1.695,-3.565,6.95,8,"M","M"
"2940",8809410002,1157.5,1.8,-3.475,7.075,8,"C","C"
"2941",8809410301,959.5,1.635,-3.945,7.205,12,"C","C"
"2942",8809410302,958.5,1.655,-3.925,7.225,12,"C","C"
"2943",8809410401,959.5,1.56,-4.01,7.13,12,"C","C"
"2944",8809410402,959.5,1.565,-4.005,7.13,12,"C","C"
"2945",8809410501,1000,1.715,-3.745,7.175,12,"C","C"
"2946",8809410502,1000,1.715,-3.745,7.175,12,"M","M"
"2947",8809410701,940,1.485,-4.13,7.1,12,"C","C"
"2948",8809410702,936.5,1.525,-4.095,7.145,12,"C","C"
"2949",8809411002,964,1.14,-4.5,6.78,12,"C","C"
"2950",8809411402,1157.5,1.46,-3.49,6.415,8,"C","C"
"2951",8809411501,781,1.415,-4.87,7.71,8,"C","C"
"2952",8809411502,781,1.42,-4.865,7.71,8,"C","C"
"2953",8809411602,772,1.53,-4.765,7.83,8,"C","C"
"2954",8809411802,811,1.13,-5.17,7.425,8,"M","M"
"2955",8809412001,1027,2.585,-2.855,8.03,9,"C","C"
"2956",8809412002,1019,2.7,-2.745,8.145,9,"M","C"
"2957",8809412101,904,1.105,-4.8,7.015,10,"C","C"
"2958",8809412701,1189.5,1.185,-3.3,5.675,7,"C","C"
"2959",8809412702,1173,1.39,-3.115,5.895,7,"C","C"
"2960",8809413001,845,2.145,-3.675,7.97,12,"T","T"
"2961",8809413101,960,2.765,-2.815,8.335,9,"C","C"
"2962",8809413102,961,2.735,-2.835,8.315,9,"C","C"
"2963",8809413201,869.5,0.835,-5.205,6.885,10,"C","C"
"2964",8809413202,871.5,0.795,-5.245,6.84,10,"C","C"
"2965",8809413301,935,2.605,-3.01,8.215,15,"C","C"
"2966",8809413501,928.5,2.735,-2.885,8.36,9,"C","C"
"2967",8809413502,926.5,2.77,-2.85,8.39,9,"C","C"
"2968",8809413701,840.5,0.58,-5.45,6.61,10,"C","C"
"2969",8809413702,836.5,0.66,-5.375,6.7,10,"C","C"
"2970",8809413801,1176,1.075,-3.56,5.705,8,"C","C"
"2971",8809413802,1183,0.985,-3.645,5.605,8,"C","C"
"2972",8809413902,831,0.665,-5.375,6.695,10,"T","M"
"2973",8809414001,839,0.775,-5.305,6.865,10,"C","C"
"2974",8809414002,839,0.775,-5.31,6.865,10,"C","C"
"2975",8809414101,962.5,2.14,-3.475,7.76,15,"C","C"
"2976",8809414102,962.5,2.15,-3.47,7.76,15,"C","C"
"2977",8809414201,832.5,0.62,-5.42,6.665,10,"C","C"
"2978",8809414301,1211.5,0.89,-3.535,5.315,7,"C","C"
"2979",8809414401,1234.5,0.555,-3.835,4.955,7,"C","C"
"2980",8809414402,1250.5,0.345,-4.035,4.725,7,"C","C"
"2981",8809414501,1095.5,1.685,-2.775,6.14,8,"M","M"
"2982",8809414502,1082.5,1.92,-2.565,6.405,8,"C","C"
"2983",8809414601,965.5,2.075,-3.555,7.7,15,"C","C"
"2985",8809414701,939,2.62,-3.055,8.3,15,"C","C"
"2986",8809414702,939,2.625,-3.05,8.31,15,"C","C"
"2987",8809414802,1141,1.555,-2.96,6.06,7,"C","C"
"2988",8809415301,872.5,0.1,-5.805,6.01,10,"T","C"
"2990",8809415401,842,0.355,-5.59,6.305,10,"C","C"
"2991",8909200201,935,4.53,-1.27,10.33,9,"C","M"
"2992",8909200202,935,4.53,-1.27,10.33,9,"T","T"
"2993",8909200301,911,4.74,-1.09,10.565,9,"C","C"
"2994",8909200302,911,4.74,-1.09,10.565,9,"M","M"
"2995",8909200401,992.5,4.055,-1.695,9.8,9,"T","T"
"2996",8909200501,933,4.5,-1.315,10.315,9,"C","C"
"2997",8909200502,937.5,4.435,-1.375,10.245,9,"T","T"
"2998",8909200701,1104,5.26,0.275,10.24,15,"M","M"
"2999",8909200702,1104.5,5.255,0.275,10.23,15,"M","M"
